pmts,acc,dev,cal,mu,train_ind
99327637.2956402,9,21,29,127848436.242579,TRUE
81253763.1593473,9,22,30,112067220.193569,TRUE
59363067.2404747,9,23,31,97357507.033672,TRUE
49431069.6387476,9,24,32,83887910.1853782,TRUE
52110747.0359911,9,25,33,71883264.8292024,TRUE
84366349.229186,9,26,34,61293056.870119,TRUE
77092039.7847807,9,27,35,52032819.2901485,TRUE
43451680.9286516,9,28,36,43997572.0229227,TRUE
35497690.9861114,9,29,37,37072056.9398178,TRUE
36249643.2675483,9,30,38,31138247.7330809,TRUE
29420025.4578899,9,31,39,26080627.389325,TRUE
17973880.6409263,9,32,40,21789695.0187242,TRUE
6567233.2764544,9,33,41,17840081.1045501,FALSE
19824467.5148864,9,34,42,14548344.1110838,FALSE
7285496.09311166,9,35,43,11819568.5165945,FALSE
5375325.00410534,9,36,44,9568696.35032442,FALSE
3540613.90934446,9,37,45,7720603.45296485,FALSE
753324.008044561,9,38,46,6209755.97171796,FALSE
1226960.24520291,9,39,47,4979595.71941615,FALSE
24790573.5581043,9,40,48,3981767.7334928,FALSE
42711.8808384452,10,1,10,188545.027804158,TRUE
95159.0876552863,10,2,11,2743915.7958953,TRUE
8487258.74100717,10,3,12,11479561.0936615,TRUE
26165036.2544643,10,4,13,28641512.1297593,TRUE
65650271.9362694,10,5,14,54080798.3611184,TRUE
68759550.4278305,10,6,15,85644579.858998,TRUE
125503011.186321,10,7,16,120164169.41163,TRUE
173745711.05273,10,8,17,154340559.72878,TRUE
279304010.281908,10,9,18,185345455.125349,TRUE
247086356.665012,10,10,19,211124986.245669,TRUE
169882513.687767,10,11,20,230471625.666555,TRUE
285473570.251933,10,12,21,242947099.656414,TRUE
266513117.700135,10,13,22,248728545.400465,TRUE
232104631.784944,10,14,23,248430551.422056,TRUE
276590299.094291,10,15,24,242936261.791958,TRUE
188486235.60406,10,16,25,230242408.378088,TRUE
233864131.830263,10,17,26,214542116.107191,TRUE
204107949.557695,10,18,27,196932137.80069,TRUE
211179400.12808,10,19,28,178362349.0704,TRUE
106575308.263953,10,20,29,159613418.783661,TRUE
97441111.8475077,10,21,30,141294373.656747,TRUE
208883509.696783,10,22,31,123853432.627512,TRUE
115098167.379106,10,23,32,107596685.429959,TRUE
107674640.07541,10,24,33,92896085.2170855,TRUE
69912602.5870312,10,25,34,79761703.3552999,TRUE
70685557.1774666,10,26,35,68146961.5061571,TRUE
24160339.7311873,10,27,36,57967045.0162912,TRUE
64710295.0265796,10,28,37,49113524.8026233,TRUE
24169885.8081334,10,29,38,41465572.4577517,TRUE
28604015.9905746,10,30,39,34898257.3120195,TRUE
18180628.9856364,10,31,40,29288436.9008576,TRUE
23402352.9551596,10,32,41,24081337.2484318,FALSE
9671539.08344043,10,33,42,19716338.8128596,FALSE
8911854.5507427,10,34,43,16078406.817727,FALSE
12201099.0954909,10,35,44,13062643.3887428,FALSE
10565565.8529142,10,36,45,10575044.9302752,FALSE
10218107.6358805,10,37,46,8532586.40621118,FALSE
1833294.1532602,10,38,47,6862841.70828927,FALSE
1810370.85200102,10,39,48,5503304.37287271,FALSE
6603485.81424739,10,40,49,4400533.90158823,FALSE
18371.3011434676,11,1,11,209943.165299131,TRUE
6018989.32000033,11,2,12,3055325.16138747,TRUE
6479603.90552702,11,3,13,12699570.2956139,TRUE
51095999.1524136,11,4,14,31717137.1377906,TRUE
93476856.640067,11,5,15,59948100.3792716,TRUE
113224040.505173,11,6,16,95031264.7725984,TRUE
148280799.887598,11,7,17,133467617.950078,TRUE
235431113.642529,11,8,18,171599210.73872,TRUE
198630195.89215,11,9,19,206277305.921062,TRUE
177860363.435718,11,10,20,235203314.921736,TRUE
242086236.115546,11,11,21,257013279.76533,TRUE
189550307.527517,11,12,22,271196519.628041,TRUE
302320605.256179,11,13,23,277928009.819796,TRUE
281472836.833428,11,14,24,277872766.74271,TRUE
269774377.681121,11,15,25,268486091.478484,TRUE
276907359.531015,11,16,26,254457213.84716,TRUE
195917545.606167,11,17,27,237105707.424077,TRUE
227019103.353534,11,18,28,217643671.531788,TRUE
186775660.284705,11,19,29,197120881.072263,TRUE
142629812.642579,11,20,30,176400108.574332,TRUE
101159226.451504,11,21,31,156154432.653151,TRUE
155937320.143121,11,22,32,136879211.843768,TRUE
112268239.260982,11,23,33,119150791.057847,TRUE
151964539.106757,11,24,34,103077538.416755,TRUE
66430743.2628366,11,25,35,88680806.6978466,TRUE
102012358.122699,11,26,36,75918968.8208727,TRUE
67654902.9366821,11,27,37,64707341.1609883,TRUE
38662524.7781335,11,28,38,54934109.1233435,TRUE
42327143.6482688,11,29,39,46472628.441563,TRUE
57488012.6018698,11,30,40,39190598.9060421,TRUE
37284601.257694,11,31,41,32368728.6987215,FALSE
19432495.0268796,11,32,42,26613993.5953387,FALSE
17613559.8994572,11,33,43,21789924.2668986,FALSE
18107192.9695471,11,34,44,17769387.6239411,FALSE
19819363.8659763,11,35,45,14436453.5864316,FALSE
2699010.91438424,11,36,46,11687232.1142834,FALSE
11693952.8360755,11,37,47,9429966.35211221,FALSE
2722765.51960451,11,38,48,7584613.0713579,FALSE
16155983.8287154,11,39,49,6082091.94621745,FALSE
698952.476314731,11,40,50,4863342.09204128,FALSE
11218.842349286,12,1,12,233769.795836782,TRUE
11630505.3092624,12,2,13,3380034.85903503,TRUE
16933586.5970833,12,3,14,14063294.2434098,TRUE
28630635.6332498,12,4,15,35158174.0377264,TRUE
77013622.0434031,12,5,16,66518439.452165,TRUE
74619118.9860901,12,6,17,105552234.098447,TRUE
110974115.266276,12,7,18,148392217.442113,TRUE
157140808.411416,12,8,19,190978639.672738,TRUE
215393335.481042,12,9,20,229802767.585754,TRUE
237386314.510049,12,10,21,262289881.476224,TRUE
228324381.837053,12,11,22,286898288.018749,TRUE
413656925.970318,12,12,23,303033609.789027,TRUE
272427037.533516,12,13,24,310866053.316925,TRUE
291802143.634874,12,14,25,307096900.72926,TRUE
349755437.496481,12,15,26,296723020.209818,TRUE
236998733.636459,12,16,27,281218712.638436,TRUE
212434041.180156,12,17,28,262042332.354843,TRUE
201995247.421579,12,18,29,240533456.280141,TRUE
235888801.813199,12,19,30,217852265.106513,TRUE
178703682.472596,12,20,31,194952269.941738,TRUE
167973193.845704,12,21,32,172577337.696864,TRUE
144434435.431607,12,22,33,151577776.818936,TRUE
138063902.819308,12,23,34,132209771.961339,TRUE
136477403.340341,12,24,35,114603862.18819,TRUE
94105305.6742009,12,25,36,98794652.7607892,TRUE
52520644.6485567,12,26,37,84746680.0265913,TRUE
56249664.4430089,12,27,38,72375993.2667121,TRUE
54661241.4877468,12,28,39,61567519.5286052,TRUE
78485609.0461534,12,29,40,52188569.9070578,TRUE
35886981.3326667,12,30,41,43312310.1729249,FALSE
30084500.5811762,12,31,42,35772977.6129076,FALSE
21216642.3841508,12,32,43,29413011.7354198,FALSE
20283342.5630833,12,33,44,24081590.6068471,FALSE
7169458.94266975,12,34,45,19638210.433993,FALSE
43014903.7088171,12,35,46,15954748.6638731,FALSE
11036465.0053429,12,36,47,12916389.0455058,FALSE
10788357.6358511,12,37,48,10421724.5707863,FALSE
21728684.5761414,12,38,49,8382293.79132116,FALSE
3656210.32104254,12,39,50,6721751.14002164,FALSE
3247611.52475745,12,40,51,5374824.2447772,FALSE
44235.666479557,13,1,13,258614.064684037,TRUE
25383960.5310843,13,2,14,3742994.73675964,TRUE
11929547.6262022,13,3,15,15589040.8521279,TRUE
38218249.0902063,13,4,16,39011525.9062626,TRUE
64461805.787327,13,5,17,73882736.4838232,TRUE
140880045.03692,13,6,18,117355282.984793,TRUE
218668284.20292,13,7,19,165150781.889471,TRUE
155008333.770217,13,8,20,212759322.944389,TRUE
259951843.164089,13,9,21,256267394.415899,TRUE
226093881.146643,13,10,22,292788442.795165,TRUE
369796868.753919,13,11,23,320578685.817414,TRUE
404574065.733218,13,12,24,338946989.75672,TRUE
337842385.582544,13,13,25,343560121.54282,TRUE
315270109.230677,13,14,26,339394563.717143,TRUE
394930450.893634,13,15,27,327929652.659464,TRUE
257199272.569931,13,16,28,310794742.826673,TRUE
249223601.298646,13,17,29,289601565.023286,TRUE
338538312.949896,13,18,30,265830580.705032,TRUE
278384000.915613,13,19,31,240763987.832625,TRUE
194097433.839667,13,20,32,215455579.152442,TRUE
179697867.635862,13,21,33,191109291.360318,TRUE
144968221.442822,13,22,34,168190770.113384,TRUE
122456741.340231,13,23,35,146993716.754556,TRUE
158434024.035323,13,24,36,127674174.283335,TRUE
86982258.9463348,13,25,37,110282304.355468,TRUE
51867193.0345588,13,26,38,94790251.5067131,TRUE
58724961.1439357,13,27,39,81115548.2442687,TRUE
54451677.0325687,13,28,40,69140070.2881074,TRUE
34998945.3876384,13,29,41,57677289.7172382,FALSE
21803741.6460908,13,30,42,47867505.5977887,FALSE
30451329.1230675,13,31,43,39535254.5107567,FALSE
78213863.1108116,13,32,44,32506405.1830038,FALSE
48049227.8531039,13,33,45,26614273.5996911,FALSE
25455222.5885654,13,34,46,21703579.0546989,FALSE
7601329.74910526,13,35,47,17632724.2285189,FALSE
6139152.2513712,13,36,48,14274817.5396439,FALSE
7442983.8239255,13,37,49,11517786.9118274,FALSE
15956746.5480768,13,38,50,9263867.32493424,FALSE
8320260.98945342,13,39,51,7428683.87849376,FALSE
527746.69802934,13,40,52,5940099.44509567,FALSE
267262.824343746,14,1,14,286384.94078748,TRUE
5812393.44715983,14,2,15,4149077.50991478,TRUE
13894086.6262714,14,3,16,17297606.8212188,TRUE
30067731.8594208,14,4,17,43330515.7502522,TRUE
44990350.0644272,14,5,18,82144442.7188817,TRUE
135831508.883557,14,6,19,130608714.37789,TRUE
113621270.706799,14,7,20,183985856.212779,TRUE
266535455.196253,14,8,21,237261186.63172,TRUE
289070787.859201,14,9,22,286065672.560101,TRUE
292489791.050794,14,10,23,327160314.765164,TRUE
326546243.993392,14,11,24,358571382.935464,TRUE
389056436.70629,14,12,25,374594355.84841,TRUE
