pmts,acc,dev,cal,mu,train_ind
100016495.836691,4,11,14,119725865.931811,TRUE
132571845.630596,4,12,15,125071076.07334,TRUE
109676294.080853,4,13,16,126836719.2676,TRUE
181332643.959233,4,14,17,125419401.776104,TRUE
99259209.1441675,4,15,18,121345914.633625,TRUE
115814996.815987,4,16,19,115195732.508472,TRUE
75958147.473232,4,17,20,107542990.576917,TRUE
105652318.49795,4,18,21,98917114.0998188,TRUE
64182664.8558835,4,19,22,89779405.5008228,TRUE
84249165.7305915,4,20,23,80512190.2975165,TRUE
68921413.7557364,4,21,24,71417131.5447337,TRUE
47561782.6919115,4,22,25,62344521.07921,TRUE
73856252.84929,4,23,26,53938870.6942551,TRUE
46571506.1260026,4,24,27,46285450.1010118,TRUE
49966560.7427878,4,25,28,39420037.4072729,TRUE
49290944.0450019,4,26,29,33340802.805474,TRUE
51025570.7207938,4,27,30,28018770.4752629,TRUE
9503974.54631279,4,28,31,23406624.1698174,TRUE
14759670.7906544,4,29,32,19445831.6177328,TRUE
39803947.0442331,4,30,33,16080438.9437525,TRUE
15394396.1656258,4,31,34,13238322.8567104,TRUE
41303977.639173,4,32,35,10851700.1965816,TRUE
2868278.5657389,4,33,36,8858213.51365389,TRUE
1198033.47552342,4,34,37,7201467.84532662,TRUE
7022225.64877435,4,35,38,5831172.20955299,TRUE
1241449.61760606,4,36,39,4703007.04929114,TRUE
223461.462606289,4,37,40,3778311.22469774,TRUE
988942.068241919,4,38,41,3020869.41608597,FALSE
4634182.72371748,4,39,42,2408033.03296842,FALSE
547585.165450372,4,40,43,1914058.53446455,FALSE
1194521.00452353,5,1,5,110149.314803747,TRUE
2335338.41684704,5,2,6,1601474.04668102,TRUE
2717183.35297357,5,3,7,6690980.76870676,TRUE
7229857.36462736,5,4,8,16773808.9188059,TRUE
34700496.4603099,5,5,9,31779624.5837418,TRUE
88868148.9362431,5,6,10,50428278.2526209,TRUE
84208283.1070608,5,7,11,70797268.8724099,TRUE
97687189.0166791,5,8,12,90863092.4708746,TRUE
127718683.745511,5,9,13,108320367.693305,TRUE
124612458.524337,5,10,14,122452051.954848,TRUE
151809908.93314,5,11,15,132613044.550638,TRUE
168356484.13505,5,12,16,138622440.104198,TRUE
156782074.30046,5,13,17,140662319.754695,TRUE
162800138.305955,5,14,18,139165425.266005,TRUE
149599642.244932,5,15,19,134711094.577762,TRUE
114469490.503575,5,16,20,127939280.503212,TRUE
127953128.033569,5,17,21,119485899.939898,TRUE
134743611.867773,5,18,22,109938739.144317,TRUE
69243621.8041717,5,19,23,99811029.0287952,TRUE
90056964.7243443,5,20,24,89528987.1291031,TRUE
50771652.2546212,5,21,25,78928136.8356228,TRUE
68498254.4346439,5,22,26,68901351.5980969,TRUE
63936739.8586768,5,23,27,59611671.2451334,TRUE
54229443.7799913,5,24,28,51153333.3816798,TRUE
67000437.6093901,5,25,29,43565878.931972,TRUE
76398326.2595193,5,26,30,36847285.6459048,TRUE
58942902.2575645,5,27,31,30965530.2894971,TRUE
29119806.1448738,5,28,32,25868320.3228087,TRUE
22163016.2554295,5,29,33,21503094.1116139,TRUE
17066648.8225212,5,30,34,17789870.1374446,TRUE
2246067.12295523,5,31,35,14650881.2233121,TRUE
13214484.9371959,5,32,36,12012680.4195029,TRUE
8337375.28448963,5,33,37,9807427.24775859,TRUE
1261668.65948162,5,34,38,7973559.66824094,TRUE
4819058.74893582,5,35,39,6456019.2781753,TRUE
781806.994765444,5,36,40,5206163.05927807,TRUE
2664151.31336903,5,37,41,4175679.68497473,FALSE
598111.212151535,5,38,42,3338577.02596238,FALSE
2076993.21612289,5,39,43,2661288.0778022,FALSE
3371538.69416777,5,40,44,2115361.82778471,FALSE
126.232685933489,6,1,6,122650.255351465,TRUE
426659.521746499,6,2,7,1782883.81945947,TRUE
2661826.24381231,6,3,8,7447480.9687088,TRUE
10258380.2976327,6,4,9,18666710.5677887,TRUE
49228874.3179237,6,5,10,35359111.7512621,TRUE
40332237.6476188,6,6,11,56097461.1500444,TRUE
99275907.4650041,6,7,12,78741204.1829998,TRUE
175163702.277039,6,8,13,100501676.417525,TRUE
102438580.073024,6,9,14,119902983.775521,TRUE
105784963.219267,6,10,15,135643108.334678,TRUE
102335089.76587,6,11,16,146996651.422565,TRUE
151205203.063525,6,12,17,153752431.739582,TRUE
204967393.563339,6,13,18,156102987.986319,TRUE
192996989.13275,6,14,19,154520998.852545,TRUE
153902713.643289,6,15,20,149644226.007566,TRUE
138305360.635998,6,16,21,142180054.218724,TRUE
139767037.09635,6,17,22,132833412.848782,TRUE
108478349.724905,6,18,23,122257371.119326,TRUE
95989949.3878971,6,19,24,111023315.297831,TRUE
55129218.3320168,6,20,25,98944832.8998539,TRUE
99945319.8984529,6,21,26,87229081.4486254,TRUE
66511199.8109205,6,22,27,76147770.0023218,TRUE
49594761.406212,6,23,28,65881085.4380079,TRUE
45811534.3304704,6,24,29,56533176.4160608,TRUE
39229848.4463733,6,25,30,48147742.4160199,TRUE
42499802.0576169,6,26,31,40722548.5058803,TRUE
58880057.6418861,6,27,32,34222203.5387428,TRUE
31734062.2072418,6,28,33,28606513.9132884,TRUE
12179053.5261448,6,29,34,23791420.7279476,TRUE
10721479.4938879,6,30,35,19691117.8485531,TRUE
24349794.5974919,6,31,36,16221647.8828271,TRUE
11705748.138045,6,32,37,13303325.9520584,TRUE
17914174.0034675,6,33,38,10862253.8217738,TRUE
3225590.24671495,6,34,39,8831146.7208983,TRUE
1543744.21570761,6,35,40,7149655.68141644,TRUE
9412839.01746025,6,36,41,5753700.00787387,FALSE
3329736.92147526,6,37,42,4614839.75103335,FALSE
1676429.83155544,6,38,43,3689698.23684911,FALSE
198600.101906066,6,39,44,2941178.18820843,FALSE
363457.113290386,6,40,45,2337836.37327501,FALSE
205632.680092669,7,1,7,136569.938402085,TRUE
1251503.19601256,7,2,8,1984843.10144024,TRUE
3380789.16600839,7,3,9,8289513.1067609,TRUE
41818277.2827348,7,4,10,20773223.6076049,TRUE
27383288.9438408,7,5,11,39341773.2340952,TRUE
54862910.5758195,7,6,12,62403977.619783,TRUE
79153757.5879529,7,7,13,87096154.4928168,TRUE
188345477.042732,7,8,14,111253950.860928,TRUE
98126313.4957452,7,9,15,132829660.951589,TRUE
180729007.854586,7,10,16,150370786.828086,TRUE
202651333.99819,7,11,17,163061553.082824,TRUE
195709330.183208,7,12,18,170656269.746502,TRUE
180778536.955999,7,13,19,173358572.463338,TRUE
163222971.327116,7,14,20,171685331.85522,TRUE
139711397.974453,7,15,21,166339333.738512,TRUE
147855613.420743,7,16,22,158103216.384065,TRUE
124178813.72243,7,17,23,147759061.98834,TRUE
131902719.754383,7,18,24,136033020.323371,TRUE
137473938.869895,7,19,25,122699739.295506,TRUE
89683323.3043108,7,20,26,109350951.814773,TRUE
96038986.8546563,7,21,27,96403044.0274726,TRUE
83919030.8003033,7,22,28,84156300.8828791,TRUE
61957250.3231419,7,23,29,72809859.6773434,TRUE
51320465.0838514,7,24,30,62478822.4814704,TRUE
42966577.1617964,7,25,31,53211484.6891826,TRUE
55677303.0437949,7,26,32,45005376.3186239,TRUE
23236927.3034963,7,27,33,37846606.7661732,TRUE
24712541.5913874,7,28,34,31654022.0760829,TRUE
26730772.1341576,7,29,35,26338120.7989827,TRUE
8814720.3288693,7,30,36,21806736.7108512,TRUE
10135593.9810587,7,31,37,17969112.8569136,TRUE
8541721.54404883,7,32,38,14738684.1783803,TRUE
11613728.8322398,7,33,39,12034850.4839214,TRUE
7831124.52623863,7,34,40,9783980.55654041,TRUE
4047850.63328411,7,35,41,7901591.53335577,FALSE
1836913.83855889,7,36,42,6358821.92003382,FALSE
12034273.8333248,7,37,43,5100186.68442152,FALSE
8206270.15791628,7,38,44,4077747.18784062,FALSE
584540.603891996,7,39,45,3250504.59848638,FALSE
407240.740310924,7,40,46,2583708.77096298,FALSE
3373.68332204213,8,1,8,152069.378263439,TRUE
1799712.31061333,8,2,9,2209679.67420854,TRUE
7908016.90145841,8,3,10,9226747.65278039,TRUE
11472588.3382032,8,4,11,23117453.794789,TRUE
14661265.6878303,8,5,12,43773020.4336287,TRUE
69408037.666882,8,6,13,69027212.5839453,TRUE
100987545.019293,8,7,14,96419169.934816,TRUE
99131658.1899627,8,8,15,123257661.373211,TRUE
102640523.659081,8,9,16,147266968.19606,TRUE
151207753.066501,8,10,17,166825825.984397,TRUE
205524127.24605,8,11,18,181016700.372425,TRUE
181435752.390861,8,12,19,189554589.842952,TRUE
128043588.744944,8,13,20,192654915.168911,TRUE
139392594.342307,8,14,21,190883507.831918,TRUE
145978794.981086,8,15,22,185015598.441367,TRUE
234377990.802575,8,16,23,175917884.137818,TRUE
132024144.300191,8,17,24,164458771.68475,TRUE
128682598.108835,8,18,25,150339737.959383,TRUE
98063929.7130037,8,19,26,135604183.524857,TRUE
101154870.786573,8,20,27,120851491.809578,TRUE
93946980.6752179,8,21,28,106541840.673129,TRUE
70799197.0749935,8,22,29,93007096.3085821,TRUE
85586439.1694657,8,23,30,80467339.4645685,TRUE
93571891.8176135,8,24,31,69049777.6021319,TRUE
135142766.844403,8,25,32,58807785.3861123,TRUE
63888975.7733934,8,26,33,49774355.6742011,TRUE
61970673.4253926,8,27,34,41882775.6340718,TRUE
68272950.8771404,8,28,35,35047748.4846724,TRUE
16371912.3383959,8,29,36,29173879.1720518,TRUE
12095332.5684568,8,30,37,24162045.8343283,TRUE
11783758.4515062,8,31,38,19914011.1592736,TRUE
23409260.3509344,8,32,39,16335610.3495435,TRUE
72232754.2072336,8,33,40,13338818.1564225,TRUE
7049453.40908748,8,34,41,10812970.774106,FALSE
9073674.72181636,8,35,42,8732609.16917756,FALSE
4999199.86875212,8,36,43,7027585.05924333,FALSE
8535803.7718398,8,37,44,5636578.00037932,FALSE
12712674.1621873,8,38,45,4506607.60326621,FALSE
1006187.24855039,8,39,46,3592363.1513183,FALSE
878089.012182368,8,40,47,2855439.79444526,FALSE
4219.42542538455,9,1,9,169327.862895748,TRUE
777215.090646042,9,2,10,2459985.00287878,TRUE
3563068.71312683,9,3,11,10269948.4459051,TRUE
29721454.9679663,9,4,12,25726227.1878958,TRUE
58258924.5296955,9,5,13,48420103.6259983,TRUE
63860392.7392525,9,6,14,76419996.9315258,TRUE
78039333.1697173,9,7,15,106830503.776477,TRUE
135152906.43189,9,8,16,136668600.853408,TRUE
135185677.697416,9,9,17,163403305.022337,TRUE
135585101.679502,9,10,18,185223961.315349,TRUE
213704454.000736,9,11,19,201098416.481881,TRUE
189888866.776102,9,12,20,210696908.004556,TRUE
204049769.543973,9,13,21,214247385.301232,TRUE
171508783.0626,9,14,22,212369992.684108,TRUE
184261887.211387,9,15,23,205920756.886439,TRUE
188638977.691656,9,16,24,195860355.653668,TRUE
120425277.848191,9,17,25,181755051.688429,TRUE
154195450.108158,9,18,26,166151106.223824,TRUE
113345062.639009,9,19,27,149865800.001065,TRUE
184840244.431805,9,20,28,133561554.154003,TRUE
107409129.702459,9,21,29,117746943.870192,TRUE
113004025.503553,9,22,30,102788738.014906,TRUE
78977190.8124858,9,23,31,88930163.4311621,TRUE
75511936.6512509,9,24,32,76311806.1054675,TRUE
58203359.6314958,9,25,33,65042667.7480505,TRUE
25858684.758553,9,26,34,55088214.6198933,TRUE
26965585.5290422,9,27,35,46380293.4872607,TRUE
58881395.1871667,9,28,36,38829214.4340769,TRUE
21857680.1863037,9,29,37,32333190.5176227,TRUE
14451522.4635715,9,30,38,26785480.5753915,TRUE
13380505.2436977,9,31,39,22079604.9958859,TRUE
70762491.4404192,9,32,40,18112991.80664,TRUE
3968199.83123557,9,33,41,14741673.9079776,FALSE
2607967.6914715,9,34,42,11950180.8375439,FALSE
21899412.7115191,9,35,43,9651025.69269581,FALSE
3898293.65767302,9,36,44,7766682.63177867,FALSE
1966463.86575386,9,37,45,6229382.08348422,FALSE
10466328.5902749,9,38,46,4980571.66230842,FALSE
4763726.43833744,9,39,47,3970175.28200358,FALSE
2214954.00921245,9,40,48,3155749.01913681,FALSE
23284.1263996781,10,1,10,188545.027804158,TRUE
3033310.10526719,10,2,11,2738644.10530727,TRUE
5200813.18413103,10,3,12,11431096.3137444,TRUE
24122236.8927204,10,4,13,28458135.0471591,TRUE
44970025.9640336,10,5,14,53608624.6858852,TRUE
99687029.2673955,10,6,15,84678335.2257458,TRUE
164410335.757661,10,7,16,118466250.844946,TRUE
148622242.234671,10,8,17,151663096.071284,TRUE
184869958.662745,10,9,18,181451906.306729,TRUE
185445648.646674,10,10,19,205809361.351113,TRUE
206058666.678504,10,11,20,223574153.140202,TRUE
220422828.992678,10,12,21,234365575.400684,TRUE
196339712.833006,10,13,22,238424912.951036,TRUE
229397481.462989,10,14,23,236432637.227057,TRUE
291029064.106031,10,15,24,229334979.471336,TRUE
182850698.860492,10,16,25,216459169.072387,TRUE
209898577.086212,10,17,26,200870397.339387,TRUE
209005696.301428,10,18,27,183625370.604668,TRUE
175320361.316871,10,19,28,165627323.775318,TRUE
192792232.681418,10,20,29,147608345.42399,TRUE
123552749.691686,10,21,30,130130498.057622,TRUE
92239509.6220445,10,22,31,113599123.959771,TRUE
99557223.3865352,10,23,32,98283030.3638346,TRUE
77683893.4432556,10,24,33,84406817.284003,TRUE
78390375.9133044,10,25,34,71993939.5799953,TRUE
82801045.4053329,10,26,35,61013164.2757163,TRUE
44646781.7868952,10,27,36,51395022.3513389,TRUE
48268626.7026222,10,28,37,43045161.6602766,TRUE
56698041.7341499,10,29,38,35854851.5926922,TRUE
44326995.7567541,10,30,39,29708990.6272331,TRUE
8780560.074061,10,31,40,24492002.5874916,TRUE
43763839.0755689,10,32,41,20017951.784041,FALSE
4886781.83297879,10,33,42,16292069.2868514,FALSE
27783185.7965696,10,34,43,13206992.3273985,FALSE
7491420.20165985,10,35,44,10666032.9251683,FALSE
4251961.49044398,10,36,45,8583511.77456501,FALSE
1001638.31588076,10,37,46,6884531.91624824,FALSE
4238716.16359275,10,38,47,5504382.95657495,FALSE
727521.408437723,10,39,48,4387722.26133314,FALSE
2049433.89739607,10,40,49,3487642.04069575,FALSE
16456.3043479582,11,1,11,209943.165299131,TRUE
2417695.24642915,11,2,12,3048868.80479239,TRUE
24727277.5629669,11,3,13,12645306.3477669,TRUE
15616787.7725634,11,4,14,31509220.4421404,TRUE
40836254.0887396,11,5,15,59406418.2063477,TRUE
77851690.146176,11,6,16,93910947.4770466,TRUE
124926266.173026,11,7,17,131480543.993002,TRUE
187744962.314369,11,8,18,168440852.518758,TRUE
221105715.340005,11,9,19,201654279.22178,TRUE
225679793.311595,11,10,20,228858556.640472,TRUE
249604609.81,11,11,21,248746784.197673,TRUE
254445152.149037,11,12,22,260880297.40098,TRUE
246648199.961835,11,13,23,265514596.077403,TRUE
228907644.668218,11,14,24,263397246.438579,TRUE
257287846.802949,11,15,25,253454349.809197,TRUE
216128946.880631,11,16,26,239224378.609622,TRUE
296242790.223949,11,17,27,221996121.441791,TRUE
164534221.353587,11,18,28,202937419.413141,TRUE
195488458.265023,11,19,29,183046501.475181,TRUE
246327374.241971,11,20,30,163132450.627859,TRUE
136347901.320791,11,21,31,143816442.007983,TRUE
120298286.185253,11,22,32,125546448.119209,TRUE
149363731.123972,11,23,33,108714282.151273,TRUE
53933016.891896,11,24,34,93437166.7934125,TRUE
47165735.199854,11,25,35,79749433.2678915,TRUE
59402227.4379678,11,26,36,67623898.1538664,TRUE
39824539.0869592,11,27,37,56989934.2247145,TRUE
29104437.2289764,11,28,38,47748236.9344434,TRUE
37552475.3700367,11,29,39,39782519.4566672,TRUE
40497990.2647738,11,30,40,32968490.7253263,TRUE
23994955.6894732,11,31,41,27067848.9851293,FALSE
21929608.8492005,11,32,42,22123258.1511627,FALSE
11586959.4672843,11,33,43,18005521.1711016,FALSE
8333142.69803456,11,34,44,14595983.835489,FALSE
1753356.61863818,11,35,45,11787789.4001333,FALSE
11434287.0721559,11,36,46,9486247.58820913,FALSE
5876338.15286435,11,37,47,7608584.45840116,FALSE
3477759.47824451,11,38,48,6083283.96555788,FALSE
5396215.26460911,11,39,49,4849183.0398185,FALSE
1254971.57944856,11,40,50,3854440.55603495,FALSE
4012.17235284053,12,1,12,233769.795836782,TRUE
381829.276490206,12,2,13,3372805.85923271,TRUE
8455453.93770325,12,3,14,14001767.0921297,TRUE
17434868.5268779,12,4,15,34919640.8582506,TRUE
77751890.1957227,12,5,16,65890351.1819509,TRUE
103217942.29173,12,6,17,104241043.18816,TRUE
169003086.916278,12,7,18,146048069.303153,TRUE
220532475.475503,12,8,19,187228211.33879,TRUE
244979787.567664,12,9,20,224284136.935027,TRUE
201015889.16081,12,10,21,254684935.213491,TRUE
257192814.388237,12,11,22,276959516.459998,TRUE
291718370.69779,12,12,23,290603300.140094,TRUE
290255671.013788,12,13,24,295886965.265341,TRUE
316477492.782561,12,14,25,291098976.665121,TRUE
292593223.428616,12,15,26,280110376.468896,TRUE
351547708.431486,12,16,27,264383826.134072,TRUE
314405975.411569,12,17,28,245343657.343058,TRUE
210621581.48109,12,18,29,224280534.124724,TRUE
233710542.837767,12,19,30,202297670.08586,TRUE
196700859.461145,12,20,31,180289240.228321,TRUE
156993349.40089,12,21,32,158941749.248335,TRUE
121710495.825733,12,22,33,138878419.644393,TRUE
138849467.771915,12,23,34,120357534.331983,TRUE
103282361.685022,12,24,35,103518540.916279,TRUE
127742506.085499,12,25,36,88408362.0378153,TRUE
58900639.4943513,12,26,37,75004730.67024,TRUE
55054662.8621666,12,27,38,63236056.9413523,TRUE
27519415.5731689,12,28,39,52997769.9214925,TRUE
19632576.7862056,12,29,40,44165344.7751459,TRUE
28184491.8994416,12,30,41,36435817.1624772,FALSE
21188446.6676238,12,31,42,29914599.5132282,FALSE
29935471.8881779,12,32,43,24449981.521745,FALSE
8262789.14109367,12,33,44,19899178.3630968,FALSE
20322270.8859969,12,34,45,16131056.8556847,FALSE
10874662.4574637,12,35,46,13027522.0334277,FALSE
3393888.92636123,12,36,47,10483924.956154,FALSE
3943150.95502508,12,37,48,8408786.27114732,FALSE
4515404.02241873,12,38,49,6723068.52513047,FALSE
1044358.68290231,12,39,50,5359176.07203307,FALSE
5138771.15604156,12,40,51,4259815.60798115,FALSE
249516.816566968,13,1,13,258614.064684037,TRUE
13776155.7947609,13,2,14,3734797.92885146,TRUE
27049322.2236653,13,3,15,15518450.8958652,TRUE
68084075.2224396,13,4,16,38734929.1082839,TRUE
60873094.2562163,13,5,17,73147590.9727427,TRUE
154207217.671007,13,6,18,115808354.625133,TRUE
158927358.792682,13,7,19,162366948.227151,TRUE
201451117.534708,13,8,20,208281880.475852,TRUE
167643786.36046,13,9,21,249651903.76221,TRUE
297950511.040792,13,10,22,283643889.387293,TRUE
326398757.12151,13,11,23,308601509.919587,TRUE
305340190.9454,13,12,24,323945240.914261,TRUE
352995330.98595,13,13,25,327005669.048914,TRUE
413226101.696302,13,14,26,321714123.291874,TRUE
402530350.706891,13,15,27,309569841.924646,TRUE
265589683.609874,13,16,28,292189315.852945,TRUE
190302529.184606,13,17,29,271146675.029864,TRUE
219417567.194713,13,18,30,247868323.805119,TRUE
262005560.256668,13,19,31,223573501.773355,TRUE
232405326.767621,13,20,32,199250425.142294,TRUE
156801232.381767,13,21,33,175829036.099828,TRUE
155786868.624174,13,22,34,153768008.057441,TRUE
169329937.729626,13,23,35,133363989.117141,TRUE
99479085.9513056,13,24,36,114781783.069665,TRUE
87249691.2251727,13,25,37,98082867.902713,TRUE
63312715.6137124,13,26,38,83250894.99205,TRUE
45975789.8730227,13,27,39,70213550.9836369,TRUE
53382554.9884309,13,28,40,58860657.4599623,TRUE
46192916.2905252,13,29,41,48810254.6322756,FALSE
26150445.0658275,13,30,42,40267805.5042915,FALSE
33807861.0253404,13,31,43,33060745.4078998,FALSE
24096376.5001181,13,32,44,27021408.5253196,FALSE
28240748.7267063,13,33,45,21991993.2204948,FALSE
10882623.2353787,13,34,46,17827574.9147275,FALSE
32578854.5879914,13,35,47,14397638.485934,FALSE
10555675.2870628,13,36,48,11586528.9688289,FALSE
4021894.3771854,13,37,49,9293146.04318579,FALSE
2619039.37468515,13,38,50,7430139.81420394,FALSE
6529734.48532844,13,39,51,5922805.53965784,FALSE
2668325.72778811,13,40,52,4707824.32630551,FALSE
262364.033546335,14,1,14,286384.94078748,TRUE
5372653.7805692,14,2,15,4139672.97013652,TRUE
41465359.8628388,14,3,16,17215748.3758496,TRUE
31991367.091956,14,4,17,43006752.5119078,TRUE
88290101.1615012,14,5,18,81277059.8121583,TRUE
131344014.205013,14,6,19,128771468.807307,TRUE
157123165.456974,14,7,20,180662042.425811,TRUE
251289471.498858,14,8,21,231893211.916168,TRUE
340450421.709599,14,9,22,278109878.106998,TRUE
315386627.385261,14,10,23,316138711.972919,TRUE
339994556.02211,14,11,24,344114313.770902,TRUE
266668622.975725,14,12,25,358014859.30745,TRUE
