pmts,acc,dev,cal,mu,train_ind
62077504.9045108,3,8,10,74378103.2688527,TRUE
71475437.4856479,3,9,11,89453721.093769,TRUE
133028526.386635,3,10,12,101946718.58405,TRUE
176391858.339404,3,11,13,110512402.645932,TRUE
263643291.067643,3,12,14,115681846.769997,TRUE
82537830.5791647,3,13,15,117608595.369773,TRUE
100742771.72438,3,14,16,116648289.558578,TRUE
118905443.93228,3,15,17,113272804.890984,TRUE
115724173.985206,3,16,18,108000159.435563,TRUE
89310641.472609,3,17,19,101342519.803316,TRUE
72978872.0657218,3,18,20,93771333.0242097,TRUE
54842119.6863728,3,19,21,85696942.6604838,TRUE
70343473.2093104,3,20,22,77459464.364917,TRUE
105854334.756191,3,21,23,69327764.6648786,TRUE
96544021.3310752,3,22,24,61503794.4669422,TRUE
60966632.4585357,3,23,25,53430932.7211852,TRUE
57737288.8256395,3,24,26,46038661.2373461,TRUE
25248799.9754611,3,25,27,39371550.2825074,TRUE
38883709.3398329,3,26,28,33437117.0461663,TRUE
32410715.2795362,3,27,29,28215589.933013,TRUE
17808205.5604273,3,28,30,23668249.1374023,TRUE
7105545.60179263,3,29,31,19744273.5726077,TRUE
3526015.75842995,3,30,32,16386157.0194171,TRUE
66186727.9244484,3,31,33,13560929.0355058,TRUE
3174800.64839824,3,32,34,11194663.0626704,TRUE
12234799.0115983,3,33,35,9220669.72632681,TRUE
3681905.26280153,3,34,36,7579726.97853493,TRUE
6861279.57465278,3,35,37,6219916.65282167,TRUE
3371247.3155918,3,36,38,5096209.22250741,TRUE
53473546.1551998,3,37,39,4169901.97551745,TRUE
1722347.80127387,3,38,40,3407986.33458318,TRUE
5192079.20692092,3,39,41,2732860.07385958,FALSE
1989754.76791204,3,40,42,2185240.46436459,FALSE
192242.48782675,4,1,4,98922.5135892877,TRUE
226997.617844166,4,2,5,1439629.83680086,TRUE
1483597.63022804,4,3,6,6022895.70566838,TRUE
4085737.67083377,4,4,7,15125123.0364551,TRUE
76102723.8065055,4,5,8,28716710.3135796,TRUE
36894668.4632277,4,6,9,45682072.7761016,TRUE
65236324.1014723,4,7,10,64319244.9760672,TRUE
115268564.067101,4,8,11,82819338.2295297,TRUE
79426636.960444,4,9,12,99605900.8976815,TRUE
146254120.538546,4,10,13,112781273.473964,TRUE
102744507.638745,4,11,14,122379608.111047,TRUE
167115412.03655,4,12,15,128232333.330589,TRUE
147438226.766895,4,13,16,130498550.924283,TRUE
147192469.111058,4,14,17,129562492.892557,TRUE
126749147.284356,4,15,18,125939182.491052,TRUE
141566131.479504,4,16,19,120197076.925066,TRUE
86611730.5152263,4,17,20,112900405.698668,TRUE
72126835.7846721,4,18,21,104570260.129928,TRUE
97853865.809924,4,19,22,95661617.7972693,TRUE
114794713.475336,4,20,23,86552810.9690328,TRUE
93928778.6393964,4,21,24,77543996.37744,TRUE
76877147.4139611,4,22,25,67972204.9961665,TRUE
33445238.8936368,4,23,26,59050312.9691104,TRUE
26300390.2259746,4,24,27,50880589.5066516,TRUE
16152945.5064078,4,25,28,43512292.3717802,TRUE
28475702.7745797,4,26,29,36953729.3437146,TRUE
33566008.1838453,4,27,30,31183049.4303141,TRUE
34581985.6315234,4,28,31,26157460.6284261,TRUE
10540851.4861949,4,29,32,21820796.9509757,TRUE
21790967.5206772,4,30,33,18145759.4484412,TRUE
11259321.4198519,4,31,34,15047213.0268752,TRUE
25005940.7460775,4,32,35,12446471.2931966,TRUE
2125005.54644716,4,33,36,10272266.3195677,TRUE
2025667.08251628,4,34,37,8461083.00620403,TRUE
8831095.96301253,4,35,38,6957056.76832134,TRUE
4024753.87797823,4,36,39,5711587.3149794,TRUE
5438632.37809529,4,37,40,4682782.70570641,TRUE
67671.0856173979,4,38,41,3766407.38618056,FALSE
2388987.11998368,4,39,42,3020277.47679968,FALSE
3164981.02276708,4,40,43,2415064.21021787,FALSE
749770.564048272,5,1,5,110149.314803747,TRUE
263982.487817027,5,2,6,1603014.66613579,TRUE
3410434.49325691,5,3,7,6706439.3234913,TRUE
7524511.19523622,5,4,8,16841686.2687597,TRUE
20931198.3798727,5,5,9,31975794.4848766,TRUE
66636551.4667283,5,6,10,50866570.5361472,TRUE
62611090.9346874,5,7,11,71618891.4509683,TRUE
83426835.3820793,5,8,12,92218576.2116573,TRUE
103919011.97624,5,9,13,110191681.544908,TRUE
160687215.965387,5,10,14,124892118.165496,TRUE
104369058.817874,5,11,15,135656744.237184,TRUE
161290486.677394,5,12,16,142286655.398508,TRUE
151419100.542603,5,13,17,144946125.147645,TRUE
158217736.755143,5,14,18,144050413.972667,TRUE
154064483.056674,5,15,19,140162030.175414,TRUE
139739589.165118,5,16,20,133905282.550414,TRUE
126898104.293062,5,17,21,125902281.77343,TRUE
156441753.988262,5,18,22,116729488.205218,TRUE
84358962.6928126,5,19,23,106891804.508126,TRUE
141987683.234243,5,20,24,96810432.1938429,TRUE
137954634.935323,5,21,25,85699369.6677102,TRUE
81345174.8675059,5,22,26,75120904.1992393,TRUE
77626286.8808196,5,23,27,65260688.596726,TRUE
128961154.717132,5,24,28,56231747.8172964,TRUE
39438802.918538,5,25,29,48088520.1080963,TRUE
31864904.1047068,5,26,30,40840186.985112,TRUE
93559595.4151709,5,27,31,34462599.3672984,TRUE
13313546.9872859,5,28,32,28908464.7772452,TRUE
13943462.1584421,5,29,33,24163989.8834419,TRUE
14667232.8693281,5,30,34,20134542.9387791,TRUE
10664250.9428103,5,31,35,16729820.6237339,TRUE
14141516.0888676,5,32,36,13865963.2822031,TRUE
15045651.3761913,5,33,37,11466705.6264467,TRUE
10790911.0453304,5,34,38,9463830.15742445,TRUE
3526504.761315,5,35,39,7797136.15603581,TRUE
1154296.40318613,5,36,40,6414088.97805052,TRUE
8552135.60243612,5,37,41,5175275.26201431,FALSE
482867.113331135,5,38,42,4162523.90883207,FALSE
2466369.13618374,5,39,43,3337922.8318779,FALSE
1247415.31592927,5,40,44,2669058.73041812,FALSE
7464.51093586669,6,1,6,122650.255351465,TRUE
614294.528854982,6,2,7,1784942.18038486,TRUE
19845836.0933854,6,3,8,7467558.89485874,TRUE
18910585.7138918,6,4,9,18753063.7398243,TRUE
29421118.5613112,6,5,10,35604754.9240197,TRUE
55617037.2622752,6,6,11,56639461.4095191,TRUE
105284451.130991,6,7,12,79746981.0874515,TRUE
69850236.1250818,6,8,13,102019256.799637,TRUE
106943230.869762,6,9,14,122024446.864739,TRUE
81241487.4764491,6,10,15,138441840.047757,TRUE
104755610.075352,6,11,16,150524785.117946,TRUE
130949813.395948,6,12,17,158039297.863149,TRUE
137172980.502386,6,13,18,161154272.854005,TRUE
86201777.2370558,6,14,19,160318640.082107,TRUE
135783496.630896,6,15,20,156147193.705711,TRUE
135893656.144463,6,16,21,149326129.612055,TRUE
168470625.006439,6,17,22,140541956.164413,TRUE
136504852.559983,6,18,23,130432935.600238,TRUE
95779558.6846091,6,19,24,119559858.039895,TRUE
112564471.571189,6,20,25,106992074.22697,TRUE
78525048.7466391,6,21,26,94712451.0541674,TRUE
142445504.866522,6,22,27,83021438.6605462,TRUE
48334185.7982835,6,23,28,72124215.1306927,TRUE
58232362.2707395,6,24,29,62145692.3602398,TRUE
87075586.438683,6,25,30,53146033.9167639,TRUE
35926885.5353674,6,26,31,45135386.9447174,TRUE
32680632.8333375,6,27,32,38087062.5820305,TRUE
14054794.3646544,6,28,33,32012756.0873505,TRUE
23165805.0720883,6,29,34,26812374.1672426,TRUE
33526466.565252,6,30,35,22386025.3127947,TRUE
21416788.3719884,6,31,36,18637818.9465908,TRUE
3795693.85444874,6,32,37,15478270.7377113,TRUE
9591190.90705865,6,33,38,12825657.7124115,TRUE
4570649.26532777,6,34,39,10606607.7584762,TRUE
1597760.54757756,6,35,40,8756151.71768917,TRUE
15313806.7799775,6,36,41,7088664.60449098,FALSE
11826399.1960742,6,37,42,5719563.71261454,FALSE
1370854.22772984,6,38,43,4600300.36983577,FALSE
3117718.56299783,6,39,44,3688975.24057217,FALSE
307925.594704698,6,40,45,2949766.08749401,FALSE
9639.85114201116,7,1,7,136569.938402085,TRUE
462204.834065898,7,2,8,1987516.80481954,TRUE
8606217.4644491,7,3,9,8315058.58151171,TRUE
21068028.9429594,7,4,10,20881365.0852916,TRUE
29098262.5742823,7,5,11,39645569.2070162,TRUE
53785888.781282,7,6,12,63067522.6371057,TRUE
103737002.463441,7,7,13,88222222.4281971,TRUE
97557652.1339585,7,8,14,112974438.777885,TRUE
108384207.034296,7,9,15,135263051.046815,TRUE
99743865.1966545,7,10,16,153615128.696342,TRUE
161072066.376515,7,11,17,167189475.952016,TRUE
175826196.489313,7,12,18,175711548.711981,TRUE
214492085.96575,7,13,19,179354110.51493,TRUE
260255386.358901,7,14,20,178602619.526896,TRUE
187408846.497207,7,15,21,174129471.532082,TRUE
157667946.289198,7,16,22,166689483.832436,TRUE
116721966.236304,7,17,23,157040866.017478,TRUE
136691482.26358,7,18,24,145890915.920554,TRUE
186219711.522191,7,19,25,132134078.074945,TRUE
61585306.3143304,7,20,26,118244528.900238,TRUE
115132544.772958,7,21,27,104673446.484729,TRUE
67869674.2202965,7,22,28,91752879.5844367,TRUE
85831610.1183109,7,23,29,79709585.0514733,TRUE
101108957.6124,7,24,30,68681611.8802128,TRUE
26146859.5622828,7,25,31,58735451.0958695,TRUE
44437935.6789881,7,26,32,49882317.027393,TRUE
22804588.606621,7,27,33,42176983.5900081,TRUE
13448002.6284845,7,28,34,35521368.7176257,TRUE
23842513.121447,7,29,35,29810584.1602188,TRUE
29418092.0971467,7,30,36,24939101.0278832,TRUE
12328445.0615006,7,31,37,20804988.5712622,TRUE
8254803.10546605,7,32,38,17312644.8806759,TRUE
49523149.9235455,7,33,39,14374383.1342219,TRUE
10757727.6311121,7,34,40,11911176.7301053,TRUE
2855142.89090406,7,35,41,9677044.23264821,FALSE
4893648.06366144,7,36,42,7834185.96887564,FALSE
4963553.45871691,7,37,43,6321095.47926237,FALSE
1145351.18428308,7,38,44,5084118.18315513,FALSE
2238403.76105292,7,39,45,4076948.15338147,FALSE
855681.045087526,7,40,46,3259995.69502417,FALSE
17396.7135607609,8,1,8,152069.378263439,TRUE
2131994.71701524,8,2,9,2213081.79774671,TRUE
2524413.60980664,8,3,10,9258741.73708535,TRUE
19101135.5382588,8,4,11,23251209.182384,TRUE
21744489.5613286,8,5,12,44144978.9811067,TRUE
61119744.2993124,8,6,13,69770127.1473159,TRUE
110080129.788494,8,7,14,97695830.9560908,TRUE
131437192.680814,8,8,15,125231194.830469,TRUE
129420966.785441,8,9,16,150087942.974815,TRUE
124320852.566855,8,10,17,170621953.354184,TRUE
246487472.04423,8,11,18,185884916.885113,TRUE
211627454.847815,8,12,19,195555401.469175,TRUE
267987162.410388,8,13,20,199809042.444953,TRUE
203862114.212377,8,14,21,199170916.968754,TRUE
326184958.531159,8,15,22,194376910.491854,TRUE
137451908.263847,8,16,23,186257980.260562,TRUE
225003248.36412,8,17,24,175652228.287384,TRUE
155311726.052124,8,18,25,161234397.486816,TRUE
139438528.040924,8,19,26,146030740.375167,TRUE
158964567.97701,8,20,27,130680414.562098,TRUE
112854687.152628,8,21,28,115682048.94967,TRUE
88633262.036914,8,22,29,101402614.166416,TRUE
113180220.375502,8,23,30,88092715.2907655,TRUE
39131407.6594749,8,24,31,75904920.05657,TRUE
54010887.7430149,8,25,32,64912712.4112095,TRUE
51047336.4233712,8,26,33,55238853.4076278,TRUE
75819052.2936475,8,27,34,46799600.1784399,TRUE
40259929.4344668,8,28,35,39493434.823711,TRUE
23555142.9056249,8,29,36,33210414.0723452,TRUE
15903254.3350084,8,30,37,27838971.5743844,TRUE
18266368.9866078,8,31,38,23270647.2825299,TRUE
19226394.380531,8,32,39,19403183.5373822,TRUE
9259407.19217109,8,33,40,16142372.9241932,TRUE
12572264.2377716,8,34,41,13163886.1221717,FALSE
10294997.5846054,8,35,42,10694787.8588545,FALSE
20013960.8842706,8,36,43,8658114.49959765,FALSE
17466449.9112164,8,37,44,6985890.89406022,FALSE
3643612.36456252,8,38,45,5618819.56008265,FALSE
763104.51817891,8,39,46,4505724.53361942,FALSE
1109436.03882613,8,40,47,3602852.43519252,FALSE
50919.7310698381,9,1,9,169327.862895748,TRUE
5888254.08911559,9,2,10,2464246.35587548,TRUE
2403558.51996645,9,3,11,10309524.3062571,TRUE
41974731.5778091,9,4,12,25890008.9258906,TRUE
60839411.3709063,9,5,13,48836559.0979358,TRUE
79769056.2576804,9,6,14,77262285.6232941,TRUE
65116307.3269528,9,7,15,108294989.317369,TRUE
129877120.599874,9,8,16,138956590.753511,TRUE
135796531.804225,9,9,17,166704270.748589,TRUE
196161936.476663,9,10,18,189701220.351459,TRUE
181836565.57802,9,11,19,206877691.392485,TRUE
209201266.500611,9,12,20,217858054.104881,TRUE
180550158.901426,9,13,21,222819521.392389,TRUE
230652303.240291,9,14,22,222330126.885404,TRUE
271040594.721789,9,15,23,217195769.793703,TRUE
211093457.398269,9,16,24,208331946.31921,TRUE
178473141.794388,9,17,25,194125734.398402,TRUE
118983948.39993,9,18,26,178191567.095878,TRUE
135493393.328642,9,19,27,161388927.40769,TRUE
193966241.540748,9,20,28,144424193.7361,TRUE
141403764.734158,9,21,29,127848436.242579,TRUE
138891238.894345,9,22,30,112067220.193569,TRUE
112647204.216932,9,23,31,97357507.033672,TRUE
90170323.8372573,9,24,32,83887910.1853782,TRUE
85740055.4374162,9,25,33,71883264.8292024,TRUE
90843512.6980181,9,26,34,61293056.870119,TRUE
43906478.0392988,9,27,35,52032819.2901485,TRUE
26699706.2261407,9,28,36,43997572.0229227,TRUE
38596048.4062555,9,29,37,37072056.9398178,TRUE
33859528.0404592,9,30,38,31138247.7330809,TRUE
13609238.7909272,9,31,39,26080627.389325,TRUE
47215894.3706987,9,32,40,21789695.0187242,TRUE
41215074.2205083,9,33,41,17840081.1045501,FALSE
16311179.1882636,9,34,42,14548344.1110838,FALSE
9732959.61125993,9,35,43,11819568.5165945,FALSE
4289973.32462559,9,36,44,9568696.35032442,FALSE
1774454.5250019,9,37,45,7720603.45296485,FALSE
618516.034341417,9,38,46,6209755.97171796,FALSE
1155288.24667717,9,39,47,4979595.71941615,FALSE
9131583.1247853,9,40,48,3981767.7334928,FALSE
99951.1866433817,10,1,10,188545.027804158,TRUE
258868.880031846,10,2,11,2743915.7958953,TRUE
4853827.52338712,10,3,12,11479561.0936615,TRUE
27001689.9591359,10,4,13,28641512.1297593,TRUE
43175529.7000794,10,5,14,54080798.3611184,TRUE
56592965.5761742,10,6,15,85644579.858998,TRUE
70134005.0134134,10,7,16,120164169.41163,TRUE
145766671.141405,10,8,17,154340559.72878,TRUE
171727640.7619,10,9,18,185345455.125349,TRUE
266297054.799319,10,10,19,211124986.245669,TRUE
189631811.634645,10,11,20,230471625.666555,TRUE
204372389.880781,10,12,21,242947099.656414,TRUE
261979301.17869,10,13,22,248728545.400465,TRUE
226549933.515829,10,14,23,248430551.422056,TRUE
360370173.182187,10,15,24,242936261.791958,TRUE
277464389.545692,10,16,25,230242408.378088,TRUE
183013070.947213,10,17,26,214542116.107191,TRUE
219967225.193407,10,18,27,196932137.80069,TRUE
161403459.363425,10,19,28,178362349.0704,TRUE
133713807.958542,10,20,29,159613418.783661,TRUE
225667256.152475,10,21,30,141294373.656747,TRUE
98216380.9922093,10,22,31,123853432.627512,TRUE
77041789.1182308,10,23,32,107596685.429959,TRUE
54961276.6753759,10,24,33,92896085.2170855,TRUE
104627991.047792,10,25,34,79761703.3552999,TRUE
64164982.3378628,10,26,35,68146961.5061571,TRUE
56109568.1257665,10,27,36,57967045.0162912,TRUE
42265816.710059,10,28,37,49113524.8026233,TRUE
47626676.9975272,10,29,38,41465572.4577517,TRUE
22301073.3203355,10,30,39,34898257.3120195,TRUE
28490893.1301054,10,31,40,29288436.9008576,TRUE
75214239.9977821,10,32,41,24081337.2484318,FALSE
16284990.796783,10,33,42,19716338.8128596,FALSE
34948937.4141383,10,34,43,16078406.817727,FALSE
4243811.49680552,10,35,44,13062643.3887428,FALSE
6877390.54540271,10,36,45,10575044.9302752,FALSE
1272889.09668838,10,37,46,8532586.40621118,FALSE
6845991.58694656,10,38,47,6862841.70828927,FALSE
16772549.8602715,10,39,48,5503304.37287271,FALSE
6534077.69334059,10,40,49,4400533.90158823,FALSE
74352.6797781923,11,1,11,209943.165299131,TRUE
1978264.22559212,11,2,12,3055325.16138747,TRUE
15797755.7544836,11,3,13,12699570.2956139,TRUE
44957206.8382167,11,4,14,31717137.1377906,TRUE
52886749.7958447,11,5,15,59948100.3792716,TRUE
112308347.054188,11,6,16,95031264.7725984,TRUE
179609166.764703,11,7,17,133467617.950078,TRUE
192949089.808117,11,8,18,171599210.73872,TRUE
169788041.3739,11,9,19,206277305.921062,TRUE
202122404.943373,11,10,20,235203314.921736,TRUE
207435178.26014,11,11,21,257013279.76533,TRUE
273394703.213055,11,12,22,271196519.628041,TRUE
333640152.033837,11,13,23,277928009.819796,TRUE
335674604.997585,11,14,24,277872766.74271,TRUE
276148763.783405,11,15,25,268486091.478484,TRUE
239910108.306866,11,16,26,254457213.84716,TRUE
271684295.8036,11,17,27,237105707.424077,TRUE
187510293.058332,11,18,28,217643671.531788,TRUE
153948544.416133,11,19,29,197120881.072263,TRUE
246096242.467717,11,20,30,176400108.574332,TRUE
149303841.068906,11,21,31,156154432.653151,TRUE
200792221.822784,11,22,32,136879211.843768,TRUE
76130889.0829071,11,23,33,119150791.057847,TRUE
78849242.6250021,11,24,34,103077538.416755,TRUE
77159073.0191698,11,25,35,88680806.6978466,TRUE
56632783.9804564,11,26,36,75918968.8208727,TRUE
36996114.1846939,11,27,37,64707341.1609883,TRUE
47695611.4563849,11,28,38,54934109.1233435,TRUE
62369391.2211699,11,29,39,46472628.441563,TRUE
35763911.0380289,11,30,40,39190598.9060421,TRUE
30003856.1409999,11,31,41,32368728.6987215,FALSE
39307754.1328563,11,32,42,26613993.5953387,FALSE
21226013.1972049,11,33,43,21789924.2668986,FALSE
7076846.29159314,11,34,44,17769387.6239411,FALSE
28705486.07244,11,35,45,14436453.5864316,FALSE
9797851.75865394,11,36,46,11687232.1142834,FALSE
9758369.49796667,11,37,47,9429966.35211221,FALSE
9899719.23099836,11,38,48,7584613.0713579,FALSE
4168175.38871996,11,39,49,6082091.94621745,FALSE
908925.928663383,11,40,50,4863342.09204128,FALSE
269612.130448721,12,1,12,233769.795836782,TRUE
6874586.68060432,12,2,13,3380034.85903503,TRUE
4123490.97883571,12,3,14,14063294.2434098,TRUE
23449904.4106916,12,4,15,35158174.0377264,TRUE
28300186.8382125,12,5,16,66518439.452165,TRUE
128429336.06159,12,6,17,105552234.098447,TRUE
157564832.199433,12,7,18,148392217.442113,TRUE
152774604.549025,12,8,19,190978639.672738,TRUE
179254664.614542,12,9,20,229802767.585754,TRUE
258965111.907882,12,10,21,262289881.476224,TRUE
246641096.479704,12,11,22,286898288.018749,TRUE
273249154.437351,12,12,23,303033609.789027,TRUE
303573251.924254,12,13,24,310866053.316925,TRUE
290461111.89686,12,14,25,307096900.72926,TRUE
284290372.222484,12,15,26,296723020.209818,TRUE
196394739.282833,12,16,27,281218712.638436,TRUE
227465064.803037,12,17,28,262042332.354843,TRUE
286391327.248142,12,18,29,240533456.280141,TRUE
176937698.05644,12,19,30,217852265.106513,TRUE
199500596.885953,12,20,31,194952269.941738,TRUE
195271920.291634,12,21,32,172577337.696864,TRUE
114338052.601479,12,22,33,151577776.818936,TRUE
130605217.060956,12,23,34,132209771.961339,TRUE
98132002.4225289,12,24,35,114603862.18819,TRUE
124377293.768206,12,25,36,98794652.7607892,TRUE
79121709.2696753,12,26,37,84746680.0265913,TRUE
88155737.5307577,12,27,38,72375993.2667121,TRUE
45654335.3054523,12,28,39,61567519.5286052,TRUE
33388784.4525958,12,29,40,52188569.9070578,TRUE
22711067.8338079,12,30,41,43312310.1729249,FALSE
52050153.7933035,12,31,42,35772977.6129076,FALSE
79713295.5274758,12,32,43,29413011.7354198,FALSE
13791395.7860519,12,33,44,24081590.6068471,FALSE
11909875.8272593,12,34,45,19638210.433993,FALSE
2793120.42581982,12,35,46,15954748.6638731,FALSE
8840766.92116221,12,36,47,12916389.0455058,FALSE
4453402.31927766,12,37,48,10421724.5707863,FALSE
4415010.59780905,12,38,49,8382293.79132116,FALSE
2619904.09823756,12,39,50,6721751.14002164,FALSE
4562543.82271063,12,40,51,5374824.2447772,FALSE
1425.90361932329,13,1,13,258614.064684037,TRUE
4024886.76709504,13,2,14,3742994.73675964,TRUE
45059141.1162201,13,3,15,15589040.8521279,TRUE
67487222.5484129,13,4,16,39011525.9062626,TRUE
58923555.9299533,13,5,17,73882736.4838232,TRUE
87299379.9040412,13,6,18,117355282.984793,TRUE
201020858.242953,13,7,19,165150781.889471,TRUE
203643230.221176,13,8,20,212759322.944389,TRUE
228220221.482888,13,9,21,256267394.415899,TRUE
344374253.430476,13,10,22,292788442.795165,TRUE
335787477.120252,13,11,23,320578685.817414,TRUE
335467517.667254,13,12,24,338946989.75672,TRUE
310126628.457778,13,13,25,343560121.54282,TRUE
343228717.719161,13,14,26,339394563.717143,TRUE
231363207.039285,13,15,27,327929652.659464,TRUE
398294154.566584,13,16,28,310794742.826673,TRUE
285040895.720346,13,17,29,289601565.023286,TRUE
214440648.254824,13,18,30,265830580.705032,TRUE
171545426.561082,13,19,31,240763987.832625,TRUE
292316152.439872,13,20,32,215455579.152442,TRUE
163072044.423967,13,21,33,191109291.360318,TRUE
127852333.436569,13,22,34,168190770.113384,TRUE
147043853.540988,13,23,35,146993716.754556,TRUE
121278915.101941,13,24,36,127674174.283335,TRUE
151486752.805896,13,25,37,110282304.355468,TRUE
97685057.8510004,13,26,38,94790251.5067131,TRUE
85097420.3664966,13,27,39,81115548.2442687,TRUE
106833005.276528,13,28,40,69140070.2881074,TRUE
35114270.8007572,13,29,41,57677289.7172382,FALSE
51153244.8131918,13,30,42,47867505.5977887,FALSE
40211110.9793601,13,31,43,39535254.5107567,FALSE
26489004.8737306,13,32,44,32506405.1830038,FALSE
39210480.4141676,13,33,45,26614273.5996911,FALSE
59114949.9203326,13,34,46,21703579.0546989,FALSE
12209539.7704589,13,35,47,17632724.2285189,FALSE
3725727.84357299,13,36,48,14274817.5396439,FALSE
27355356.0884712,13,37,49,11517786.9118274,FALSE
8511574.01135371,13,38,50,9263867.32493424,FALSE
1477809.45046654,13,39,51,7428683.87849376,FALSE
3649007.41061495,13,40,52,5940099.44509567,FALSE
392848.75732293,14,1,14,286384.94078748,TRUE
17401383.8824684,14,2,15,4149077.50991478,TRUE
26418433.2051532,14,3,16,17297606.8212188,TRUE
35697007.3163494,14,4,17,43330515.7502522,TRUE
57762110.3761611,14,5,18,82144442.7188817,TRUE
134796438.315547,14,6,19,130608714.37789,TRUE
181851892.060407,14,7,20,183985856.212779,TRUE
297073977.189683,14,8,21,237261186.63172,TRUE
294613211.739865,14,9,22,286065672.560101,TRUE
314726210.856094,14,10,23,327160314.765164,TRUE
379334128.778083,14,11,24,358571382.935464,TRUE
394860760.355394,14,12,25,374594355.84841,TRUE
